Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Orange,6.917171225,84.51047391,22
Cucumber,2.182850706,66.54036748,16
Ginger,3.119200796,59.06112135,21
Pointed Gourd,5.440446875,77.89656634,10
Brinjal,5.265776848,70.7803217,4
Onion,3.281927738,69.63449999,31
Ivy Gourd,7.904260522,53.41712365,8
Cauliflower,6.171204126,71.45165953,10
Cabbage,5.824922064,60.58971005,18
Ivy Gourd,3.365010848,71.27940797,14
Tomato,7.091737958,58.16947108,5
Banana,2.714884013,54.53959755,8
Sweet Potato,4.526048924,52.30530416,44
Tomato,5.506239549,86.03377417,4
Ash Gourd,6.715071947,89.83202654,21
Papaya,6.341478695,72.9166995,2
Cucumber,6.392933392,78.1586557,8
Cucumber,6.841310804,69.42676406,9
Cabbage,5.963382784,59.33613088,18
Tomato,7.109844735,86.02624309,2
Bottle Gourd,6.201187755,69.12774145,10
Grapes,5.837343584,64.65280447,11
Drumstick,7.824408789,55.26616784,4
Chikoo,2.755251499,76.706153,7
Lettuce,2.649626538,89.04119019,3
Mint Leaves,2.475876435,82.28167411,2
Brinjal,2.147213892,50.32769409,9
Pumpkin,5.040388956,54.70254641,18
Capsicum,5.581674965,77.68406671,6
Banana,3.365888717,71.67710151,7
Onion,7.00594373,70.62817761,25
Broccoli,2.808894006,87.5866984,8
Chikoo,6.265052437,67.51078649,3
Cucumber,5.388816386,88.19505822,8
Cauliflower,4.614410579,74.63299031,12
Ivy Gourd,5.453972782,82.2731076,9
Pointed Gourd,3.467867113,87.90491092,11
Snake Gourd,3.55046247,83.83454306,11
Jackfruit,2.245173203,76.68304722,8
Cucumber,4.279133661,57.93405013,13
Beetroot,6.295954657,59.14720345,26
Green Chili,7.180977674,77.83823562,3
Bitter Gourd,2.910547749,64.11877331,8
Pomegranate,4.390481838,80.8242581,27
Cauliflower,5.340753702,75.08259839,10
Okra,4.870181151,89.42479047,1
Bitter Gourd,5.379247302,75.77012585,3
Amaranth Leaves,5.909813485,76.61481665,1
Capsicum,3.017224872,74.75530854,10
Snake Gourd,7.240582869,51.01455784,9
Pomegranate,6.927176983,56.07448444,25
Bottle Gourd,3.307303629,85.82352188,11
Carrot,6.074278581,87.22759517,14
Mint Leaves,5.233628594,79.34771065,1
Cucumber,7.370468487,70.14380233,8
Pumpkin,3.582323883,75.63057041,19
Chikoo,3.701932944,57.11421055,7
Ash Gourd,6.455431197,64.49281057,26
Pineapple,5.994978834,65.72422091,11
Lemon,2.968252703,74.29497882,30
Ash Gourd,4.829537289,83.60278622,26
Banana,7.46897217,69.24354189,1
Garlic,2.91245355,50.84779587,91
Papaya,3.133036467,60.25806567,8
Snake Gourd,3.13396178,64.67277816,15
Apple,4.460850526,86.99348001,25
Bitter Gourd,5.123414594,58.82279398,5
Cluster Beans,7.273262428,68.3104284,2
Garlic,6.916153567,79.0817192,83
Beetroot,7.767608495,73.84403574,23
Jackfruit,2.770823966,88.16416384,5
Banana,6.295349732,57.91892814,3
Carrot,7.079834214,71.73532455,16
Pointed Gourd,4.633708873,87.10946731,9
Spring Onion,5.998637442,89.04219173,1
Guava,6.395192283,76.8013817,5
Coriander Leaves,7.919119822,85.02611341,1
Apple,7.413406921,55.88122501,24
Broccoli,3.401596084,73.49944882,10
Ivy Gourd,3.087636241,85.36657902,12
Ivy Gourd,7.202678173,68.59605837,9
Guava,3.817496172,75.76664542,9
Guava,6.935504635,67.36680916,5
Spring Onion,3.833811168,58.99537754,5
Potato,6.453578903,81.18691382,54
Snake Gourd,2.94517059,58.7350145,15
Lettuce,7.522279941,73.92481903,1
Lettuce,2.829442561,76.92151094,5
Garlic,2.94891635,57.62653732,91
Radish,5.268886005,77.24258659,6
Apple,3.108084599,50.25574514,31
Carrot,7.486046321,73.0444111,15
Jackfruit,3.894704203,84.94833841,4
Orange,3.019886533,88.95430578,27
Ridge Gourd,5.075521384,68.31612838,8
Beetroot,7.236881662,68.47904425,25
Fenugreek Leaves,5.761672822,63.03885029,1
Ginger,7.298282574,89.25681901,11
Jackfruit,3.625837916,54.64450734,7
Drumstick,6.987246974,52.97610616,5
Grapes,4.470436883,67.7756906,13
Mint Leaves,3.898011146,63.47941536,3
Jackfruit,5.684037394,65.89106993,4
Orange,4.935837632,57.08571884,28
French Beans,2.589934018,62.05496614,9
Cabbage,3.939613548,88.11327699,17
Amaranth Leaves,2.009061118,64.38849942,5
Orange,2.837988083,57.39864725,31
Garlic,5.182053966,60.51779181,88
Fenugreek Leaves,3.832759442,61.22337088,3
Tomato,7.623854024,61.8059609,4
Snake Gourd,6.17244035,64.00011369,10
Orange,3.560679203,80.08214183,28
Pumpkin,6.398111357,78.75855048,14
Brinjal,6.935958603,60.58562111,2
Garlic,3.235102764,69.11184533,91
Pointed Gourd,6.386556433,78.13013088,8
Mint Leaves,6.723039402,89.78413826,1
French Beans,5.200515902,74.94613895,4
Lettuce,4.956985566,68.80260757,3
Coriander Leaves,7.030518222,69.2717518,1
Spring Onion,4.35225455,52.92436507,4
Ash Gourd,4.807629132,76.95949629,27
Coriander Leaves,7.343290252,76.61974,1
Amaranth Leaves,6.480988708,62.2113775,1
French Beans,3.311544767,57.92524141,8
Mango,5.710459387,53.7903852,3
Turnip,7.146908985,56.53446041,16
Coriander Leaves,6.945409014,64.29212623,1
Grapes,3.279209567,86.11417065,11
Cucumber,2.465811426,54.99575985,16
Amaranth Leaves,5.983389004,73.26886415,1
French Beans,5.074236566,84.74163159,2
Ash Gourd,3.478187672,53.1669688,30
Cluster Beans,6.164451037,88.83726965,1
Cabbage,6.0427401,85.41064404,14
Drumstick,7.763496678,81.63819524,2
Ginger,3.695733754,68.07148823,20
Brinjal,7.566933352,56.70575973,1
Okra,3.99128458,81.0769782,4
Cucumber,5.406586037,58.25068827,11
Drumstick,7.019515567,68.3622687,5
Mango,5.885118145,79.93298032,1
Papaya,2.731163314,88.24865976,5
Apple,7.765483597,85.50415412,21
Spring Onion,2.484539082,76.73353586,5
Lemon,2.599689054,65.0936844,32
Fenugreek Leaves,4.465100965,60.62834346,2
Coriander Leaves,7.090324213,78.6595353,1
Guava,3.993390529,80.37930524,7
Mint Leaves,3.09684005,63.34325892,4
Pineapple,6.155621262,52.5685217,10
Drumstick,7.812638138,59.12827732,4
Drumstick,2.963688016,60.01911884,11
Pineapple,7.061949774,51.18732558,9
Lemon,7.052438694,82.2817551,22
Pineapple,3.584614813,75.49926075,13
Onion,4.191056066,70.25304723,29
Ginger,2.220549769,63.53887291,22
Coriander Leaves,5.603636198,73.68234423,1
Ginger,4.907475618,82.23352471,16
Potato,2.036482243,62.00900699,62
Amaranth Leaves,3.315309692,85.67008139,1
Guava,4.820564779,64.64805903,8
Carrot,4.019784035,61.49662997,20
Tomato,6.747075265,70.65968569,5
Ash Gourd,2.66982916,55.34339446,31
Onion,5.558556485,50.09991847,27
Ridge Gourd,6.648506332,77.72928692,4
Cluster Beans,5.153943958,63.01444022,5
Ridge Gourd,4.421276892,88.96746153,5
Cauliflower,3.98746136,68.65238742,14
Chikoo,2.052452,85.1690812,6
Bottle Gourd,4.502295937,50.9634201,13
Fenugreek Leaves,7.911002755,69.27949638,1
Pomegranate,2.841424185,73.40449599,31
Lettuce,3.977924405,66.77685905,5
Ivy Gourd,3.680732576,60.60910686,14
French Beans,7.51577823,53.65923178,1
Beetroot,3.047931351,54.17165057,31
Ivy Gourd,6.29677525,66.01492189,10
Carrot,5.966985701,62.24674669,18
Cucumber,5.025430019,82.99158586,9
Ginger,6.573214005,74.42847204,15
Chikoo,5.357005003,77.98063252,3
Coriander Leaves,2.587741248,89.00960193,1
Potato,3.586010768,65.6281802,60
French Beans,3.896356754,84.63175252,4
Brinjal,7.837273992,62.08811818,1
Lettuce,7.986736717,57.39880511,1
Amaranth Leaves,3.01664043,76.90946779,3
Turnip,2.134770969,66.15064708,23
Amaranth Leaves,7.506327374,80.16651876,1
Cabbage,3.959192164,72.27269241,20
Broccoli,6.594089778,65.14362048,6
Sweet Potato,3.842361027,64.66326751,45
Drumstick,2.759305145,72.67288204,11
Tomato,7.281952646,54.5615695,5
Mango,4.786283284,85.69794156,1
Taro Root,7.312469738,78.92564655,23
Garlic,6.382537005,65.72902103,86
Brinjal,6.646305602,76.00263586,1
Bottle Gourd,6.81158232,53.9455208,9
Green Chili,2.139048187,59.17575525,12
Broccoli,7.601454913,83.70683344,1
Ash Gourd,2.753733583,76.28025857,30
Cabbage,3.294912262,57.90314501,22
Jackfruit,3.242970836,53.62967135,8
Bottle Gourd,5.950946446,62.98326095,11
Drumstick,6.292559474,55.23358737,6
Taro Root,4.883254727,84.51044063,25
Tomato,7.237296334,86.8027086,1
Carrot,5.447213666,78.65547,17
Spring Onion,3.937286383,78.57151481,3
Ivy Gourd,2.158052926,50.51355743,16
Broccoli,5.154965005,83.38316597,5
Sweet Potato,4.191219815,50.53503589,44
Carrot,7.627913805,86.94034243,12
Broccoli,5.159343651,59.84665349,8
Ivy Gourd,3.349631838,51.20908327,14
Okra,2.884835897,59.67610675,8
Banana,2.9328189,54.17665047,8
Pear,7.333943505,78.4417189,3
Carrot,6.365401499,72.94749727,16
Guava,5.095989619,72.11253358,7
Guava,3.651699343,78.039414,8
Pear,2.478897193,75.20750891,11
Cauliflower,7.291281701,79.28469096,7
Apple,2.542681893,84.09219446,29
Okra,4.546987885,75.77073411,5
Pumpkin,7.653552951,55.10068323,14
Mango,4.957433098,82.97059154,1
Cucumber,2.391280249,79.85142806,14
Cucumber,7.810003487,79.62177807,6
Ash Gourd,5.473585632,78.62294835,26
Jackfruit,6.763817216,72.2152766,2
Pointed Gourd,4.424978388,88.80451465,9
Broccoli,6.645010649,53.31283464,6
Potato,2.369336264,83.47658172,59
Brinjal,3.62575311,76.48720782,6
Lemon,5.07180456,57.22288626,28
Ivy Gourd,6.469570541,50.55964253,10
Sweet Potato,3.857485741,50.24724125,45
Bottle Gourd,5.83906372,85.33521329,8
Banana,2.730172091,82.79607095,6
Tomato,4.668114663,88.95572599,5
Cauliflower,7.777007319,54.14541701,8
Pear,7.609629413,78.54969197,2
Garlic,7.218378928,82.94589057,82
Fenugreek Leaves,5.868735425,53.06361161,1
Amaranth Leaves,3.137713499,69.58353056,4
Drumstick,4.299720409,62.64852743,9
Ivy Gourd,7.496190264,63.43740192,8
Tomato,3.721233036,88.11207115,6
Grapes,3.822902699,70.01966989,14
Okra,6.3264144,57.06539686,3
Carrot,3.664876427,69.16142824,21
Grapes,4.044312153,84.66291991,11
Orange,7.15025178,57.60738525,25
Mango,3.080548655,50.13506674,7
Onion,6.54431227,51.6489432,26
Bottle Gourd,5.231174982,88.32711898,8
Brinjal,2.008337346,65.65282491,9
Okra,6.985224686,72.29049304,2
Lemon,5.006911364,58.66406096,28
Capsicum,7.924962738,51.97412457,4
Jackfruit,5.124386347,68.54940473,5
Apple,6.81316312,86.37723486,22
Bitter Gourd,6.461855285,78.64458282,1
Banana,3.023175942,71.50825065,8
Papaya,6.297308218,76.74221704,2
Bitter Gourd,4.747944649,57.5540728,5
Pineapple,3.466921967,55.82264183,14
French Beans,5.765879052,57.09261011,4
Bottle Gourd,5.524954022,67.59934036,11
Orange,6.540653358,56.06913537,26
Cucumber,6.885038693,55.03687415,9
Jackfruit,5.310582271,68.27318913,5
Spring Onion,6.878581425,83.07921475,1
Pear,6.311320045,82.40251147,4
Capsicum,6.66969278,60.64864876,5
Cucumber,4.378444981,72.35601853,12
Orange,4.056260307,73.40007671,29
Pumpkin,2.550977607,54.24775454,22
Papaya,7.622293245,61.04529735,1
Turnip,6.342793571,70.02022095,17
Papaya,3.186531771,57.78246327,8
Jackfruit,7.206088602,66.50462779,2
Tomato,5.498522779,76.09376272,6
Cauliflower,3.377236129,64.00751293,14
Pumpkin,4.370870564,85.89564372,16
Pear,5.403677307,84.787112,4
Mango,5.352346881,59.76981443,3
Guava,5.207239777,60.9444892,8
Mint Leaves,7.752180799,64.92925698,1
Coriander Leaves,2.920569025,64.46422214,4
Ivy Gourd,2.888058626,71.67853973,15
Guava,7.964146173,63.59636219,4
Lettuce,4.898836217,75.29252718,2
Spinach,6.36348065,51.83741033,1
Jackfruit,5.785607018,60.53756788,4
Capsicum,6.473619419,58.719388,6
Cluster Beans,7.033903781,66.42224418,2
Papaya,3.908542897,71.41080598,6
Snake Gourd,4.539411053,54.0098537,13
Banana,5.468635008,73.25471598,4
Snake Gourd,4.044249444,65.22165333,13
Pomegranate,5.443434119,65.159464,27
Ash Gourd,3.568241262,60.02220369,30
Garlic,6.767800414,53.9011768,85
Spinach,3.765662141,57.52346039,4
Lettuce,6.034117231,50.32639051,1
Drumstick,5.980598089,77.16769396,5
Grapes,2.21699698,85.79546074,13
Ivy Gourd,6.16203659,81.41636672,8
Sweet Potato,5.277619131,65.64795134,43
Guava,7.86772073,83.76432527,1
Coriander Leaves,3.508245988,75.45956937,2
Green Chili,5.943801678,76.24581654,5
Radish,3.902994806,55.81898723,10
Brinjal,3.269161598,87.03598783,4
Ridge Gourd,6.504386631,76.18907622,5
Pomegranate,2.751876328,79.02107542,30
Drumstick,2.484269425,77.99715998,10
Broccoli,2.980849375,88.33643589,7
Bottle Gourd,2.485800005,70.47869096,16
Mint Leaves,2.140979533,57.15448815,5
Pomegranate,6.157920601,52.00564555,26
Ash Gourd,4.746565138,60.81377287,28
Pomegranate,7.628281506,83.40381746,21
Spinach,2.511051281,89.65671831,2
Pointed Gourd,3.213877158,84.14158958,12
Lettuce,6.72138788,63.97827653,1
Lettuce,7.567920335,79.13307741,1
Sweet Potato,4.732285135,78.59070536,42
Jackfruit,6.072002917,82.26182121,1
Onion,3.761978796,62.27912298,30
Pointed Gourd,2.828366044,67.76354362,15
Papaya,2.838454537,75.69395464,7
Ivy Gourd,4.849814589,81.90273669,10
Spinach,2.222258401,74.72113882,5
Pineapple,5.164087113,68.44419946,12
Bitter Gourd,4.563498946,79.03760324,4
Mango,5.283508217,61.43827799,4
Spinach,6.616830434,56.16997277,1
Lemon,5.46687947,76.60323643,26
Sweet Potato,7.3715229,61.46716088,39
Mint Leaves,7.805282121,67.26336816,1
Carrot,2.578844303,63.48023509,23
Apple,6.984788682,83.49647776,22
Pointed Gourd,7.600374203,57.56979913,8
Capsicum,7.481205887,76.9121142,3
Mango,5.00752942,89.56632872,1
Bitter Gourd,7.218140071,73.14732324,1
Snake Gourd,2.511208593,77.02509281,14
Lemon,2.553493818,59.43317369,32
French Beans,2.563045097,69.11956752,9
Amaranth Leaves,2.810625488,69.51515371,4
Carrot,7.290478248,53.36866872,16
Radish,3.351217759,74.62776627,10
Mint Leaves,2.37678595,52.6065304,5
Okra,4.093237763,53.3958671,6
Snake Gourd,3.042081525,78.75102863,13
Pomegranate,7.917009219,82.44368152,21
Tomato,6.62723633,72.51547347,5
Turnip,7.423818862,56.16486584,15
Garlic,4.164257319,50.70342212,89
Drumstick,7.273770338,89.6578892,1
Grapes,5.388974498,66.20919999,11
Pumpkin,6.926498828,77.410261,14
Lemon,7.334399009,88.66570871,21
Radish,4.931875263,73.34797159,7
Pineapple,5.827531745,75.43573205,10
Mango,7.419406099,54.13981083,1
Ridge Gourd,4.523068497,53.26346006,9
Drumstick,4.423087271,86.26931885,6
Banana,3.368717488,69.03490611,7
Pomegranate,5.268257255,57.58863608,28
Sweet Potato,2.248783843,56.27258956,47
Ridge Gourd,5.190030562,63.12090008,8
Okra,2.477838064,63.98512863,9
Okra,6.290087277,81.25428056,1
Ridge Gourd,2.738559846,64.56026813,11
Drumstick,4.370476859,62.29405404,9
Apple,2.070478646,58.29634987,32
French Beans,3.492313439,82.67358147,5
Onion,3.290628225,69.15255814,31
Ash Gourd,4.524217323,87.69864499,25
Mint Leaves,7.092900612,64.32510164,1
Mango,7.888306363,51.97580987,1
Potato,2.889908144,57.85800219,61
Papaya,3.241939939,87.02466919,4
Bottle Gourd,6.684478842,80.14463524,7
Radish,6.709859219,80.81346055,3
Capsicum,2.338919641,83.29545774,9
Ginger,7.574183044,77.12780618,13
Beetroot,5.1937593,59.43656224,28
Cauliflower,4.338396286,66.17379132,13
Ridge Gourd,4.403432201,55.01726004,9
Brinjal,5.354864946,77.37553198,3
Pear,5.032030091,61.53933038,8
Mango,6.906721459,85.31371213,1
Coriander Leaves,6.381390791,81.96391221,1
Amaranth Leaves,3.772691352,88.17013274,1
Jackfruit,5.368088833,88.02382134,1
Mint Leaves,3.617280465,68.8037993,3
Beetroot,4.407366712,81.03456922,27
Fenugreek Leaves,4.270349079,89.38110201,1
Sweet Potato,5.012708591,56.31071323,43
Beetroot,5.576628226,52.84326133,27
Papaya,7.698699236,58.0254755,1
Snake Gourd,7.358085939,79.10403987,7
Cauliflower,4.25364945,74.81185052,12
Chikoo,3.776001613,85.4991535,4
Papaya,5.157817125,61.62418591,5
Spinach,2.574085489,82.53707451,3
Carrot,2.849733326,86.52196915,19
Cauliflower,6.322512785,76.64665039,9
Onion,7.562288461,88.72968837,20
Brinjal,3.037839396,76.8487933,7
Cluster Beans,5.627063223,61.70042288,4
Orange,2.822605063,64.70234946,31
Spring Onion,2.380633057,79.88117284,5
Turnip,4.380486094,87.20550501,16
Drumstick,7.047860171,51.30527135,5
Taro Root,4.080630399,66.72046657,29
Green Chili,2.380100723,67.47504781,12
Lemon,2.617794777,87.10370559,28
Ridge Gourd,4.771052296,83.08377388,6
Papaya,7.96195524,71.54873738,1
Grapes,4.544021243,77.50129943,11
Ivy Gourd,3.672068,80.24249745,12
Broccoli,6.076906552,82.28950847,4
Sweet Potato,6.895856423,68.30244125,40
Spinach,6.116989275,80.05973314,1
Garlic,7.984027,79.56672312,82
Fenugreek Leaves,4.431789688,67.75330161,2
Coriander Leaves,3.947327153,54.81419138,3
Ginger,4.05182735,80.58693696,17
Orange,5.930840465,77.52764531,25
Cabbage,5.886768402,59.05912021,18
Mint Leaves,4.376301525,65.42807224,2
Cauliflower,4.916968448,88.42349126,8
Ridge Gourd,5.28225751,50.91014989,8
Taro Root,3.3022493,88.28438336,27
Turnip,7.783254057,54.95124035,15
Amaranth Leaves,3.059604511,51.58510571,4
Potato,3.234512982,67.89526619,61
Potato,6.078522867,69.83597106,56
Coriander Leaves,7.631834803,60.96354888,1
Onion,5.24433893,85.2542538,25
Pointed Gourd,2.561879566,85.54837763,13
Brinjal,4.254069812,66.51245284,6
Bottle Gourd,4.362273489,69.48525525,13
Sweet Potato,6.899174616,55.33605155,40
Carrot,7.991020706,88.98248976,11
Ash Gourd,4.343594,60.52388655,29
Onion,2.940970207,86.51724921,28
Spring Onion,7.066786932,84.97385688,1
Brinjal,5.878549251,75.44707467,3
Sweet Potato,7.055858527,64.69976093,40
Spinach,7.280792281,86.99237713,1
Ash Gourd,6.889186464,52.11828943,25
Amaranth Leaves,6.554000943,52.51824018,1
Pomegranate,6.619622123,69.09406982,26
Cucumber,4.323747415,75.79170849,12
Cauliflower,5.048135199,83.0461707,9
Pear,4.577152772,71.8969286,8
Pineapple,2.09234466,55.13814545,16
Radish,7.555705124,58.91933464,4
Pear,3.74627321,78.88611389,8
Bottle Gourd,3.458888474,69.91013452,14
Amaranth Leaves,3.169575057,85.03815119,1
Jackfruit,5.407795383,59.43449925,4
Sweet Potato,4.016675383,81.58523206,42
Cabbage,3.916973067,78.77017466,19
Fenugreek Leaves,5.247743928,81.16831944,1
Snake Gourd,6.778554124,61.02005737,9
Sweet Potato,7.504528782,87.91509589,36
Radish,2.885253824,66.89637787,11
Guava,3.042241164,80.44954204,9
Okra,2.102924384,78.88025504,8
Mint Leaves,2.789749121,86.73993407,1
Capsicum,7.070360868,60.96361107,5
Onion,2.329769835,71.38356088,32
French Beans,2.756211979,75.72336593,7
Beetroot,2.281997786,83.668538,29
Cabbage,4.810409817,54.80135845,19
Green Chili,4.003954659,61.81055826,9
Ginger,3.416615611,59.07125595,20
Tomato,7.44781868,87.61128637,1
Okra,2.242726011,68.69037686,9
Carrot,5.666605068,78.39238671,16
Mango,7.000975508,75.46627193,1
Ridge Gourd,2.724773128,72.79253773,11
Cucumber,4.741561395,73.44624715,12
Taro Root,4.830614058,52.0071879,28
Bottle Gourd,3.770747434,57.83874887,14
Taro Root,2.272448931,55.75700467,32
Papaya,4.477034535,80.39507049,4
Guava,4.757407141,80.84783486,6
Capsicum,4.381049579,63.62139371,9
Banana,3.097163906,57.77831013,8
Cabbage,5.834702122,57.67271984,18
Papaya,3.970089839,71.29049506,6
Ridge Gourd,4.728029024,60.18051969,8
Cucumber,7.110100922,71.58081212,9
Turnip,6.524951256,72.78299433,16
Guava,4.79860883,86.93775025,5
Taro Root,7.717408492,73.22003836,23
Bottle Gourd,5.470109147,76.69827384,10
Drumstick,6.999942622,89.62485422,1
Carrot,2.741716351,82.52552885,20
Chikoo,3.404959113,78.28672815,6
Jackfruit,5.21632954,60.73150546,5
Pomegranate,5.716217306,83.75487732,24
Lemon,5.431430702,70.08431322,27
Pineapple,6.593175552,57.90529954,10
Sweet Potato,3.063243422,55.88918007,46
Chikoo,6.901465891,62.69356439,2
Lettuce,5.441077693,52.95346641,2
Bottle Gourd,3.933707203,86.46082732,10
Capsicum,3.331221189,86.88188312,7
Lettuce,4.666954309,65.92298132,3
Pointed Gourd,5.360431443,68.1879553,11
Spring Onion,4.360661865,52.9226838,4
Pointed Gourd,4.522713079,84.86376855,10
Beetroot,6.113255617,80.92768221,24
Fenugreek Leaves,4.87735205,52.97680451,1
Bitter Gourd,3.875265649,60.35369661,7
Green Chili,2.629993875,50.54226101,12
Ivy Gourd,3.950767526,88.27710586,10
Okra,4.718600415,63.42997604,5
Spring Onion,7.50883983,87.6065252,1
Guava,7.0504865,63.14997164,5
Potato,3.826465984,58.58685179,60
Cucumber,6.508422773,51.82619719,10
